category,question,answer
無線LAN,周波数が5GHz、帯域幅が20MHz、最大速度が11Mbpsである規格は何か。,11a
無線LAN,周波数が2.4GHz/5GHz、帯域幅が20/40MHz、最大速度が600Mbpsである規格は何か。,11n
無線LAN,周波数が5GHz、帯域幅が20/40/80/160MHz、最大速度が6.93Gbpsである規格は何か。,11ac
無線LAN,周波数が2.4GHz/5GHz、帯域幅が20/40/80/160MHz、最大速度が9.6Gbpsである規格は何か。,11ax
無線LAN,異なる周波数帯の規格での互換性はあるか。,ない
無線LAN,IEEE 802.11nやIEEE 802.11acなどで利用されている無線LANの高速化技術を2つ述べよ。,MIMO、チャネルボンディング
無線LAN,2.4GHz帯の周波数を使用する無線通信技術の一つで、近距離で低速な通信に限定されるが、消費電力が小さくワイヤレスのマウスやキーボード等に利用される技術は何か。,Bluetooth
無線LAN,無線LANにおいて、PoE（Power over Ethernet）の技術はなぜ有利か。,無線のAPは天井などの電源コンセントがない場所に設置することもある。LANケーブルを使って電源も供給すれば延長コードなどを天井裏にまで通す必要がない。
無線LAN,PoEで無線APに電源を供給する機器および接続構成を示せ。,多くの場合、PoEに対応したスイッチングハブと無線APをLANケーブルで接続して電源を供給する。
無線LAN,なぜ無線LANは有線LANに比べてセキュリティ対策が必要になるのか。,無線LANはケーブルを物理的に接続する必要が無く、電波の届く範囲なら壁を越えてどこでも通信が可能だから。（つまり、第三者が盗聴などの不正行為をしやすい環境にある）
無線LAN,無線LANのAPの設定で、〇〇接続拒否というのがある。これはSSIDが空白または〇〇での接続要求を拒否する機能である。,any
無線LAN,APで定期的に送信するビーコン信号を停止する機能のことをSSIDの何機能というか。,ステルス機能
無線LAN,無線LANの認証として、SSIDやMACアドレスを使うのは安全とはいえない。その理由は何か。,SSIDやMACアドレスは暗号化できないので、傍受されるから。
無線LAN,代表的な無線LANのセキュリティ方式にはWEP、WPA、WPA2があり、暗号化アルゴリズムにはWPAでは〇〇、WPA2では〇〇より強固な△△を利用している。,RC4、AES
無線LAN,WPA3は2018年6月に発表された規格である。WPA2ではPSKを使ったが、WPA3では事前共有鍵をより安全にやりとりする〇〇という技術に改良されている。,SAE
無線LAN,TKIPでは、フェーズ1で一時鍵、IVおよび無線LAN端末の〇〇の3つを混合してキーストリーム1を生成する。フェーズ2でキーストリーム1にIVの拡張された部分を混合して、暗号鍵であるキーストリーム2を生成する。,MACアドレス
無線LAN,WPA（WPA2）では、パーソナルモードで利用される〇〇による認証と、エンタープライズモードで利用される△△認証がある。,PSK、IEEE 802.1X
無線LAN,IEEE 802.1X認証には、ユーザID/パスワードによる認証である〇〇と、クライアント証明書を使った△△がある。,PEAP、EAP-TLS
無線LAN,来訪者にはパーソナルモードで無線LANを設定してもらうことにした。来訪者に教える情報を2つ述べよ。,ネットワーク名（SSID）、セキュリティキー（PSK）
無線LAN,無線LANの暗号化通信で使われる鍵は、第三者に盗聴されるリスクがあるため、乱数を組み合わせるなどして毎回変更する。そのもとになる鍵を何と言うか。,PMK
無線LAN,無線LAN端末を移動しながら利用すると接続するAPが変わる。このとき接続するAPに改めてPMK（Pairwise Master Key）の作成などの認証処理が発生するため、少しの間通信ができなくなる。この切替わりの時間（ハンドオーバ時間）を短縮するためにWPA2で追加されている機能を2つ述べよ。,事前認証、認証キーの保持
音声とVoIP,音声通話において1回の通話を「呼」という。また単位時間当たりの呼の量のことを〇〇といい、単位に△△を用いる。,呼量、アーラン
音声とVoIP,VoIPとは言葉のとおり、音声をパケット化して〇〇上で通信する技術である。,IP
音声とVoIP,IPの技術では、一般的にアナログ信号の音声が〇〇信号に変換される。,デジタル
音声とVoIP,アナログ電話機の音声をVoIP化するときに利用される機器は何か。,VoIPゲートウェイ
音声とVoIP,普通のアナログ構成とIP電話機の違いは何か。物理的なケーブルやプロトコルの観点で述べよ。,アナログ電話機は電話線に接続し、アナログ電話用の通信プロトコルを使う。IP電話機はRJ45のコネクタからLANケーブルと接続し、IPを使って通信をする。
音声とVoIP,電話の通信には「もしもし」「こんにちは」などの話す音声データ以外に電話をかけたり相手を呼び出したり切断したりする制御があるが、これを何制御というか。,呼制御
音声とVoIP,呼制御を行う代表的なプロトコルは何か。,SIP
音声とVoIP,呼制御を行う代表的な機器は何か。,SIPサーバ、IP-PBX
音声とVoIP,内線100の電話機1から内線200の電話機2にSIPサーバを経由して電話をかける場合を考える。まず電話機1はSIPサーバに対して「内線200の電話機と通信したい」という通話要求（〇〇メッセージ）を送る。SIPサーバでは電話情報のデータベースから該当する△△を検索する。その結果を踏まえ、SIPサーバは通話要求を内線200の電話機2に転送する。,INVITE、IPアドレス
音声とVoIP,呼制御のプロトコルはSIPだが、音声通話で使われるプロトコルは何か。,RTP
音声とVoIP,RTPは〇〇層のプロトコルで、トランスポート層には△△を使う。,アプリケーション、UDP
音声とVoIP,（多くの場合）UA間の通信において、SIPとRTPでは通信の流れが異なる。どう異なるか。,SIP通信はSIPサーバを経由するが、RTPはUA間で直接行われる。
音声とVoIP,音声の符号化方式のPCMのビットレートは64kbpsであるが、CS-ACELPのビットレートはいくつか。,8kbps
音声とVoIP,異なるSIPネットワーク間の境界に配置され、両者の仲介役を担うものを何と言うか。参考までに、具体的な装置としてはVoIPゲートウェイが該当する。,B2BUA
ルーティング,ルーティングには、ルーティング情報をルータに「手動」で記載する〇〇ルーティングと、ルータ同士で経路情報を交換する△△ルーティングがある。,静的、動的
ルーティング,後者のルーティングのメリットを前者と比較して2つ答えよ。,自動で最適なルート選択が可能、障害時に自動で経路変更が可能、設定が簡単になる。
ルーティング,クラスA～Cといった区分にとらわれずに、ネットワークアドレス部とホストアドレス部を任意の場所で区切ることを何と言うか。,CIDR
ルーティング,経路情報に合致しているネットワーク部の長さが長い方が優先される仕組みを何と言うか。,最長一致法
ルーティング,ルーティング情報は受信するが、送信はしないインタフェースを何と言うか。,パッシブインタフェース
ルーティング,パッシブインタフェースを設定する目的は何か。,無駄なトラフィックを流さないようにするため。
ルーティング,RIPは距離ベクトル型アルゴリズムを用いたルーティングプロトコルで、距離は通過するルータの数である〇〇で表す。,ホップ数
ルーティング,RIPの問題点を2つ述べよ。,経路変更に時間がかかる、ネットワークの回線速度を考慮できない。
ルーティング,OSPFは〇〇型のアルゴリズムである。,リンクステート型
ルーティング,OSPFでは、経路選択において回線速度を考慮するために、〇〇という概念を導入している。,コスト
ルーティング,OSPFでは、ネットワークをエリアと呼ぶ単位に分割するが、その目的は何か。,ルータの負荷を軽減するため
ルーティング,OSPFにおいて、必ず存在しなければいけないエリア番号はいくつか。また、そのエリアは何と呼ばれるか。,エリア番号0、バックボーンエリア
ルーティング,OSPFにおいて、バックボーンエリアとその他のエリアを相互接続するルータを何と言うか。,エリア境界ルータ
ルーティング,OSPFにおいて、エリア境界ルータでは、エリア内経路情報を〇〇して他のエリアに送る。,集約
ルーティング,OSPFにおいて、なぜ経路の集約をするか。,ルータの負荷を軽減するため。
ルーティング,OSPFにおいて、大規模なネットワークになるにつれて、1つのセグメントに複数のルータが存在する。しかし、すべてのルータが経路交換するのは無駄である。そのセグメント内で、経路情報の交換をするルータを決める。それが〇〇と△△である。,DR（代表ルータ）、BDR（バックアップ代表ルータ）
ルーティング,OSPFにおいて、DR（代表ルータ）とBDR（バックアップ代表ルータ）の選出方法を述べよ。,OSPFのプライオリティが高いルータから準にDR、BDRになる。
ルーティング,OSPFにおいて、DRやBDRに選出されないようにするにはどうするか。,OSPFのプライオリティを0に設定する。
ルーティング,RIPとOSPFの違いに関して、ルーティング情報の更新方法に使うフレームの種類をそれぞれ述べよ。,RIPはブロードキャスト、OSPFはマルチキャスト
ルーティング,OSPFルータは隣接するルータ同士で〇〇と呼ばれる情報を交換することによってネットワーク内のリンク情報を集め、ネットワークトポロジのデータベースLSDBを構築する。,リンクステートアドバタイズメント（LSA）
ルーティング,Type1のLSAはOSPFエリア内のルータに関する情報であるが、何というLSAか。,ルータLSA
ルーティング,OSPFエリア内の各ルータは、集められたLSAの情報を基にして〇〇アルゴリズムを用いた最短経路計算を行って、ルーティングテーブルを動的に作成する。,ダイクストラ
ルーティング,BGPにおいて、単一のルーティングポリシによって管理されるネットワークを何と言うか。,AS
ルーティング,RIPは距離ベクトル型アルゴリズムであるが、BGPのアルゴリズムは何か。,パスベクトル型アルゴリズム
ルーティング,パスベクトル型アルゴリズムは、主に何の情報によって経路情報を決定するか。,ASパス（AS_PATH）
ルーティング,BGPのように、複数のASを結ぶ間で利用するルーティングプロトコルを〇〇といい、RIPやOSPFのようにASの内部で利用されるルーティングプロトコルを△△という。,EGP、IGP
ルーティング,BGP接続を行う2台のルータ間では、TCPのポート179番を使用して経路情報の交換を行う。このコネクションのことを何と呼ぶか。,BGPピア
ルーティング,異なるルーティングプロトコルでは、経路交換ができない。そこで、OSPFで学習した経路情報をBGPが動作するネットワークに通知するために〇〇という方法を使う。,再配布
ルーティング,1つのルータが、複数の経路情報を受け取る場合がある。例えば、BGPとOSPFの両方からの経路を受け取る場合である。このときどちらを優先するかは事前に決められていて、〇〇が小さい方が優先される。,アドミニストレ－ティブディスタンス値
ルーティング,RIP、BGP、OSPFからの複数の経路を受け取った場合、どの経路を優先するか。,BGP
ルーティング,BGPで設定する優先度にはMEDとLOCAL_PREFの2つがある。eBGPに通知するのはどちらか。,MED
ルーティング,最適経路選択をする際、ASパス（AS_PATH）の長さが最も〇〇経路が優先され、同じ場合MEDの値が△△経路が優先される。,短い、小さい
ルーティング,BGPにおいて、同じコストの経路が複数ある場合に、複数の経路で負荷分散させる技術を何というか。,BGPマルチパス
ルーティング,BGPでは、〇〇メッセージを定期的に送信する。専用線の障害時には、ルータが〇〇メッセージを受信しなくなることによって、ぴあリングが切断され、ASないの各機器の経路情報が更新される。,キープアライブ
VRRP,VRRPの場合、VRRPを構成したルータは仮想IPアドレスと仮想MACアドレスのどちらを持つか、また両方を持つか。,両方持つ
VRRP,2台のルータでVRRPを機能させるには、どの機器にどのような設定を入れる必要があるか。,2台の機器それぞれに実IPアドレスの他、仮想IPアドレス、VRRPグループ、優先度の設定をする。
VRRP,ルータには仮想IPアドレスと実IPアドレスを設定するが、両者は同じIPアドレスを設定できるか。,同じIPアドレスを設定できる。
VRRP,3台でVRRPを構成することはできるか。,できる
VRRP,VRRPにおいて、優先度が高いルータを〇〇ルータといい、優先度が低いルータをバックアップルータという。,マスタ
VRRP,PCと同一セグメントにVRRPが設定された2つのルータが存在しているとする。PCがVRRPの冗長化の仕組みを使ってルータと通信をするために、PCに必要な設定を述べよ。,PCのデフォルトゲートウェイにVRRPの仮想IPアドレスを設定する。
VRRP,マスタルータが故障したとする。バックアップルータは、どうやってこの事実を知るのか。ただし、マスタルータは完全に故障して、通知等ができないとする。,マスタルータはバックアップルータに対して、定期的にVRRPアドバタイズメントを送る。マスタルータからこのメッセージが届かなかった場合、マスタルータがダウンしたと判断し、マスタルータに昇格する。
VRRP,仮想MACアドレスを持つのは、マスタルータだけか？,マスタルータだけが持つとも考えられるし、バックアップルータも含めた両方が持つとも考えられる。
VRRP,PCから送られた仮想MACアドレス宛のフレームは、マスタルータとバックアップルータの両方に届くか。,L2SWのスイッチング機能により、マスタルータにのみフレームを転送する。LSSWがシェアードハブであれば両方に届く。
VRRP,故障したときにバックアップルータがマスタルータになるときに、どの機器の何のテーブルを書き換える必要があるか。,L2SWのMACアドレステーブル
WAN,WANのサービスには、主にレイヤ1レベルのサービスである専用線、レイヤ2レベルのサービスである〇〇、レイヤ3レベルのサービスである△△がある。,広域イーサネット、IP-VPN
WAN,専用線を敷設する場合、企業（利用者拠点）側にアナログ回線の場合は〇〇という装置を設置し、光回線の場合は△△という装置を設置する。,DSU、ONU
WAN,IP-VPN網では、RFC3031で規定された〇〇と呼ばれるスイッチング方式を用いる。,MPLS
WAN,MPLSでは、パケットに〇〇と呼ばれる短い固定長のタグ情報を付与し、この情報をもとにルーティングを行う。,ラベル
WAN,IP-VPN網内で付与するラベルには2種類がある。1つは利用者を〇〇するラベル、もう1つはIP-VPN網内での△△情報のための転送ラベルである。,識別、経路
WAN,利用者の拠点とIP-VPN網との接続点において、利用者が設置するルータをCEルータ、通信事業者側の利用者に近いところのルータを〇〇ルータという。,PEルータ
WAN,インターネット接続において、複数のプロパイだと契約した回線を冗長化する仕組みを何と言うか。,マルチホーミング
WAN,WAN高速化装置はデータを圧縮する以外に、どのような方法で通信を高速化するか。2つ述べよ。,キャッシュ蓄積、代理応答
WAN,SD-WANルータはSDNによって制御されるIPsecルータである。SDNは利用者の通信トラフィックを転送する〇〇プレーンと通信装置を集中制御する△△プレーンから構成されている。,データプレーン、コントロールプレーン
WAN,ブロードバンドルータなどからインターネットに接続するときに活用される技術で、シリアル回線で使用するデータリンクのコネクション確率やデータ転送を、LAN上で実現するプロトコルは何か。,PPPoE
WAN,クラウドの主な提供形態には、SaaS以外に何があるか。代表的なものを2つ答えよ。,IaaS、PaaS
WAN,AWSなどのクラウドサービスにおいて、利用者ごとに独立した仮想ネットワークを何と言うか。,VPC
WAN,ハウジングやホスティングと、クラウドはどう違うのか。,ハウジングは家となるラックやスペースを借りる。ホスティングはホストとなるコンピュータ、つまりサーバを借りる。クラウドでは、利用者は物理的なサーバを意識せずに、仮想基板上の仮想OSやサービス環境を借りる。
負荷分散装置,負荷分散装置（LB）を導入することで、どんな効果が期待できるか。2つ述べよ。,処理能力の向上、可用性の向上
負荷分散装置,LBではいくつかの振り分け方法を持つが、単純に順番に振り分ける方法を何と言うか。,ラウンドロビン
負荷分散装置,LBでは振り分け機能以外に、同じアクセス元の2回目以降の通信が1回目と違うサーバに振り分けられては困るので、〇〇機能を持つ。,セッション維持
負荷分散装置,セッション維持の方法には、リクエスト元のIPアドレスに基づいて行うレイヤ〇方式やWebページにアクセスしたユーザに関する情報を保持するCookieに埋め込まれた△IDに基づいて行うレイヤ7方式などがある。,3、セッション
IPsecとGRE,IPsecの目的は暗号化だけではない。暗号化によって盗聴は防げるが、暗号化だけでは〇〇と△△の脅威を防ぐことはできない。VPNを適切に用いれば、それらの脅威に対処できる。,なりすまし、改ざん
IPsecとGRE,インターネットVPNとは、インターネット上に構築する仮想的なネットワークである。専用線や広域イーサネットサービスに比べたインターネットVPNの利点は何か。,安価にかつ広域なWANを構築できる。
IPsecとGRE,インターネットVPNを実現する技術は、認証と暗号化の機能を持った規格である〇〇である。,IPsec
IPsecとGRE,IPsecには暗号化と認証の両方の機能を持つ〇〇と、認証のみの機能をもつ△△がある。,ESP、AH
IPsecとGRE,ESPヘッダには、TCPやUDPと違って〇〇番号がない。,ポート番号
IPsecとGRE,IPsecの通信モードには、端末間でIPsec通信を行う〇〇モードと、VPN装置間でIPsec通信を行う△△モードがある。,トランスポート、トンネル
IPsecとGRE,一般的に企業間の通信で利用されるのは、トンネルモードである。それはなぜか。,VPNルータにIPsecの設定をすれば、PCにて個別のIPsecの設定をする必要がないから。
IPsecとGRE,IPsecにおける鍵を交換する鍵交換プロトコルを何と言うか。,IKE
IPsecとGRE,IKEは、接続相手のVPN装置が固定IPアドレスか動的IPアドレスかによって、2つのモードがある。それぞれ何と言うか。,メインモード、アグレッシブモード
IPsecとGRE,メインモードとアグレッシブモードのそれぞれの利点は何か。,メインモードはIPアドレスを使って通信相手を認証するのでセキュリティが強固である。固定IPアドレスは費用がかかるので、アグレッシブモードはコスト面で利点がある。
IPsecとGRE,IPsec通信の通信手順は、大きく分けて3つのフェーズからなる。順にIKEフェーズ1、IKEフェーズ2、〇〇通信の3つである。,IPsec
IPsecとGRE,SA（Security Association）には生存時間があり、これをライフタイムという。ライフタイムが終了するとSAは消滅するが、SAがないとIPsec通信ができなくなるので再作成する。この処理を何と言うか。,リキー（ReKey）
IPsecとGRE,リキー（ReKey）のように、一定時間でSAを廃止し、キーを再作成するのはなぜか。,第三者による暗号解読を防ぐため
IPsecとGRE,IPsec通信では、VPNルータの間にNATを行う装置があると、ポート番号がないために、通信に失敗することがある。そこで〇〇という技術を使い、ESPパケットにUDPヘッダを付与する。,NATトラバーサル
IPsecとGRE,IPsecトンネルの接続方式には2つの方式がある。本社などをハブとし、支店をスポークとして接続する構成を〇〇といい、すべての拠点でIPsecトンネルを張る構成を振るメッシュという。,ハブアンドスポーク
IPsecとGRE,IPsec接続において、ハブアンドスポークのメリットは何か。,拠点を追加するときの設定が最小限で済む、拠点側は固定IPアドレスである必要がない。
IPsecとGRE,動的にIPsecのトンネルを確率するために、NHRP（Next Hop Resolution Protocol）というプロトコルがある。NHRPはIPsecトンネル確立に必要な対抗側〇〇情報をトンネル確立時に動的に得るのに利用される。,IPアドレス
IPsecとGRE,IPsecと比べたGREの技術面（または機能面）での違いを述べよ。,GREは通信を暗号化しない、GREはユニキャストパケットだけではなくマルチキャストパケットも転送できる。
IPsecとGRE,GREでマルチキャストパケットを転送できることによる活用ケースを1つ挙げよ。,複数拠点間でOSPFのようなルーティングプロトコルを使用するケース
IPsecとGRE,IPsec上でGREを動作させる技術を何と言うか。,GRE over IPsec
IPsecとGRE,パケットがMTUやMSSで決められたサイズより大きくなると、パケットが複数に分割される。これを何と言うか。,フラグメント（断片化）
IPsecとGRE,GRE等でヘッダを付与するとMTUサイズが〇〇バイトを超えてしまう場合がある。そこでルータなどでMTUを調整する。,1500
SDN,SDNの代表的な技術がOpenFlowである。従来のネットワーク機器は「①管理・制御機能」と「②データ転送機能」の両方を1台で実現していた。OpenFlowでは両者を分離し、〇〇が①、△△が②を持つ。,OFC（OpenFlowコントローラ）、OFS（OpenFlowスイッチ）
SDN,OFSは起動するとOFCとの間で〇〇コネクションを確立する。これによって、OFCはOFSの存在を知る。,TCPコネクション
SDN,OFCからフローテーブルの作成や更新が行われ、OFSに通信メッセージが送られる。よって、OFSの導入時には〇〇と△△さえ設定すればいいので、導入作業はとても容易である。,自分のIPアドレスやOFCのIPアドレス
SDN,OFSとOFCは、管理のための専用ネットワークを介して、通信メッセージを交換する。このときPacket-Inによる問合せ結果としてOFCがOFSにパケットの送信指示を出すメッセージを何と言うか。,Packet-Out
SDN,管理テーブルはどのようなときにどう動作するのかのルール（エントリ）が記載されたものである。管理テーブルのエントリはパケット識別子（MF：Match Field）とパケットの処理（Action）からなる。パケット識別子となる情報の例を示せ。,IPアドレス、MACアドレス、ポート番号など
セキュリティ,標的攻撃では攻撃者はマルウェアを送り込み、侵入したマルウェアが攻撃者が管理・運営する〇〇サーバを経由して命令を送る。,C＆Cサーバ
セキュリティ,FWで外部からの通信をすべて拒否しているのに、なぜ標的型攻撃を仕掛けた攻撃者はマルウェアを送り込んだPCを外部から遠隔操作できるのか。,FWでは内部から外部の通信は許可されている。マルウェアからC＆Cサーバに接続させ、その応答パケットで命令を送る。だから、FWがあっても外部から操作できる。
セキュリティ,攻撃者はC＆CサーバのIPアドレスがファイアウォールで拒否されないように、Fast Fluxという手法を用いることがある。これは特定ドメイン（FQDN）に対するIPアドレスを短時間に変化させる手法である。この手法を用いると、そのFQDNに対する〇〇レコードとして、大量のボットの△△が設定されている。,Aレコード、IPアドレス
セキュリティ,マルウェアがC＆Cサーバと通信しないようにするためには、プロキシサーバの導入が有効である。その場合、ファイアウォールはどのような設定をするべきか。,内部LANからインターネットへの通信は、プロキシサーバ経由からのみを許可する。
セキュリティ,内部LANからインターネットの通信をプロキシサーバ経由にしたとしても、プロキシサーバの設定を調査して、プロキシサーバ経由で通信できるようにするマルウェアも存在する。プロキシサーバでどのようなセキュリティ対策を実施するといいか。,プロキシサーバで、認証設定を行う。
セキュリティ,チャレンジ・レスポンス認証はネットワークを介してパスワードを安全に送信する仕組みである。しかしだからといって、「レスポンス」は第三者に盗聴される危険がある。なぜパスワードが簡単に盗聴されるのに、安全といえるのか。,利用者は毎回異なるパスワードをサーバに送ることになるから。
セキュリティ,運転免許証は本人に運転技能があることを証明する。卒業証明書は本人が卒業したことを証明する。では、デジタル証明書は本人の何を証明するのか。,公開鍵（が本人のものであること）
セキュリティ,認証局（CA）の公開鍵を証明する証明書、サーバの公開鍵を証明する証明書、クライアント（PC）の公開鍵を証明する証明書をそれぞれ何と言うか。,ルート証明書、サーバ証明書、クライアント証明書
セキュリティ,クライアント証明書をPCに配布する際に、PC側で必要な情報は何か。,クライアントの秘密鍵
セキュリティ,SSL/TLSは、データを暗号化したり認証したりしてセキュアな通信路を確保するプロトコルで、その代表例は〇〇番を使うhttpsである。,443
セキュリティ,SSLは単に通信を暗号化する他、サーバを認証するサーバ認証とクライアントを認証するクライアント認証、メッセージ認証コード（MAC）をメッセージに埋め込むことで〇〇検知ができる。,改ざん
セキュリティ,SSLの通信シーケンスとして、まずクライアントからサーバに対して利用可能な暗号化アルゴリズムの一覧を伝える〇〇を送信し、受け取ったサーバはクライアントに対して使用するアルゴリズムを通知する△△を送信する。,Client Hello、Server Hello
セキュリティ,IPsecがESPというプロトコルを使ってレイヤ〇〇で通信するのに対し、SSL-VPNはTCPのポート番号443番を使って、レイヤ△△で通信する。,レイヤ3、レイヤ4
セキュリティ,SSL-VPNの方式には、〇〇、ポートフォワーディング、△△の3つがある。,リバースプロキシ、L2フォワーディング
セキュリティ,L2フォワーディングでは、PCに専用のソフトウェアをインストールし、PCとSSL-VPN装置間でSSLのトンネルを作成する。レイヤ2レベルの通信が行えるので、まるで同一のLAN内にいるかのような通信が行える。PCには仮想の〇〇が払い出される。,IPアドレス
セキュリティ,Webサーバの〇〇を防ぐ目的で、リバースプロキシサーバ（SSL-VPN装置）をWebサーバの前段に設置することもある。,改ざん
セキュリティ,Webサーバの前段にリバースプロキシサーバが設置される目的として考えられるものは何か。なお、Webサーバが複数台設置され、多数のアクセスがある環境とする。,Webサイトへのアクセスの負荷分散、Webサイトの表示速度の向上。
プロキシサーバ,プロキシサーバを設置する目的は何か。,閲覧したサイトのコンテンツを記憶することにより、次からのアクセスを高速化する。
プロキシサーバ,プロキシサーバは、どの設定画面で設定することが一般的か。,PCのブラウザ
プロキシサーバ,プロキシサーバを利用するには、プロキシ自動設定ファイル（PACファイル）をWebサーバに登録する方法もある。PACファイルを使うメリットは何か。,プログラムを書くことで柔軟な設定ができる。
プロキシサーバ,プロキシサーバのログでは、どのような情報を取得できるか。,たとえば、日時、送信元IPアドレス、接続先のURL、HTTPのメソッドなど
プロキシサーバ,HTTPの場合はGETメソッドなどを使うが、HTTPSによる暗号化通信の場合CONNECTメソッドを使う。その目的は何か。,HTTPS通信であることをプロキシサーバに通知するため。
プロキシサーバ,HTTPSで通信した場合、プロキシサーバでセキュリティチェックが十分に行えない場合がある。それはなぜか。,通信が暗号化されているので、プロキシサーバにてアンチウィルスやURLフィルタリングなどのセキュリティチェックが行えない。
プロキシサーバ,PCにプロキシサーバの設定をしていて、PC→プロキシサーバ→Webサーバという構成で、PCがWebサーバにHTTPS通信を実施する。このとき、PCからWebサーバに向けて発出されるパケットの宛先IPアドレスはどこになるか。,プロキシサーバ
プロキシサーバ,PCがプロキシサーバ経由でインターネット上のサイト（http://www.example.com）に接続している。この場合、このドメインの名前解決をするのはどの機器か。,プロキシサーバ
プロキシサーバ,HTTPSの暗号化通信であってもセキュリティ対策をするために、プロキシサーバでHTTPS通信を復号処理することがある。まず復号機能を持つプロキシサーバではHTTPSの通信をプロキシサーバでいったん終端し、通信を復号してセキュリティチェックをする。その後、再度暗号化してHTTPS通信をする。PCとプロキシサーバの間でもHTTPS通信をするので、プロキシサーバに〇〇証明書が配置される。,サーバ
プロキシサーバ,プロキシサーバに配置するサーバ証明書は誰が作るのか。,プロキシサーバ
プロキシサーバ,プロキシサーバが作成したサーバ証明書に、デジタル署名を付与しているのは誰か。,プロキシサーバ
ネットワーク管理,ネットワーク管理の一つが、障害の検出を行う「障害管理」である。ネットワーク管理では、それ以外にどのような管理をすることが一般的か。,IPアドレスや物理構成などの構成情報を管理する「構成管理」、応答時間などのネットワーク性能を管理する「性能管理」
ネットワーク管理,機器が正常に動作しているかをネットワーク層のレベルで確認するにはどのような方法があるか。,pingによる監視
ネットワーク管理,pingの監視による応答がない場合でも、機器の故障とは限らない。どのようなことが考えられるか。,通信経路上の機器の故障、監視対象機器がファイアウォール機能やアクセスリストなどによってpingを拒否している。
ネットワーク管理,pingの監視だと、監視としては十分ではない。たとえば、機器の故障があったとしても情報が十分ではない。どのようなことがわからないか。,L2SWを監視したとしても、L2SWはIPアドレスを1つしか持てないので、24ポートのL2SWのどのポートが故障したのかが分からない。ネットワーク層でのダウンという単純な情報しか分からない。
ネットワーク管理,SYSLOG監視では、トランスポート層のプロトコルとしてRFC768で規定されている〇〇を使う。,UDP
ネットワーク管理,SYSLOG監視とping監視の違いをパケットの方向、リアルタイム性で比較せよ。,ping監視は監視サーバからで、SYSLOG監視は監視対象機器からである。SYSTEM監視は、たとえばインタフェースがダウンした場合、リアルタイムにログを送ることができる。ping監視の場合は、リアルタイム性が無い。その結果監視間隔が長くなると故障の検知が遅れる。
ネットワーク管理,HTTPプロトコルを使って、ネットワーク機器やサーバと接続し、設定情報を取得したり、設定変更が行える便利な仕組みを何と言うか。,REST
ネットワーク管理,隣接する機器に対して、自身の情報（装置名やポート番号）を通知するデータリンク層のプロトコルを何と言うか。,LLDP
ネットワーク管理,SNMPによって機器を管理する側をSNMP〇〇といい、管理されるネットワーク機器やサーバなどをSNMP△△という。,マネージャ、エージェント
ネットワーク管理,SNMPマネージャ側では、大量の管理情報を保有するが、さらに複数の部署の複数の機器の監視情報をやりとりすると、管理が大変になる。どのような設定をすべきか。,SNMPエージェントとSNMPマネージャの設定でコミュニティというグループ名を指定し、コミュニティ単位で情報を管理する。
ネットワーク管理,SNMPのコミュニティにおけるデフォルトのグループ名は何か。,public
ネットワーク管理,SNMPの監視にはポーリングとTrapがある。両者の違いが分かるように説明せよ。,ポーリングはping監視と同様に、SNMPマネージャから監視対象機器であるSNMPエージェントへ一定間隔で監視を行う。TrapはSYSLOG監視と同様に、SNMPエージェントからSNMPマネージャへの通信である。
ネットワーク管理,SNMPのインフォームによって、Trapのどのようなデメリットが解消されるか。,Trapを送信してもネットワークの障害により、TrapがSNMPマネージャに届かない場合がある。SNMPのインフォームを設定しておくと、SNMPエージェントは確認応答がSNMPマネージャから届かない場合に再送をする。これによりTrapをより確実に届けることができる。
ネットワーク管理,SNMPエージェントでは、各種の管理情報をなんと呼ばれる機器の中にあるデータベースに保存するか。,MIB
